filtered text,label
jetblue glitches on website re flight booking problems travel amp checking in nothing between ur site amp the airport was communicated it was a nightmare,NEGATIVE
jetblue thank you,POSITIVE
jetblue okayyyy but i had huge irons on way out promise no shenanigans,NEUTRAL
jetblue how do i get a copy of my last flight showing original time and delay i need it for work thanks,NEUTRAL
jetblue as much i have paid in fees plus hotel and food because of your changes i could had flown with a more reliable airline nojetblue,NEGATIVE
jetblue ceo battles to please wall st and flyers from nzherald httptcoqamiwfsw,NEUTRAL
jetblue huge fan of great brands and people doing great things you guys rock happy to share the love,POSITIVE
jetblue been dealing with a cancelled flightled flight since last night amp was booked to a flightwouldve at least liked to see ella perform lol,NEGATIVE
jetblue tough choices but i did all simultaneously as a business traveler best experience in a long time wishmyflightwaslonger what,POSITIVE
jetblue thanks great service in t already lovejetblue,POSITIVE
jetblue i didflyfi worked well and was free aboard this flight,POSITIVE
jetblue and they are telling me i got to get another hotel and foodso spend more money because you guys made me miss my connection,NEGATIVE
jetblue already spent to stay at hotel last night due to you guys rescheduling my flight since my cancelled flightation ive spent almost,NEGATIVE
jetblue seems very likely,POSITIVE
jetblue they are rude and unhelpful they suggested i catch a flight tomorrow i was supposed to be home today at am and work is waiting,NEGATIVE
jetblues ceo battles to appease passengers and wall street httptcofrrfxccwz httptconklwssvrq,NEUTRAL
jetblue unfortunately no but hoping i can catch one sometime in the near future,NEUTRAL
jetblue why is my flight delayed hours this is insane every other flight has made it to nyc,NEGATIVE
jetblue ellahenderson ah wish i was there good luck,NEUTRAL
jetblue should i continue,NEGATIVE
jetblue ok great thanks i had a great flight fyi im excited to fly again i just was frustrated i was not able to check in,NEUTRAL
jetblue i do not want to deal with your customer service agents with no practical knowledgeprovide me with a direct contact,NEGATIVE
jetblue got flight reschedule to flight form pit to fll and our flight had mechanical problems so we were delayed an hour missed my connect,NEGATIVE
jetblue well lucky i only fly jbi guess i would be even more squished on any other airline,POSITIVE
jetblue she was a phone agent pls do peggy was pleasant informative and delivered,POSITIVE
jetblue hopefully next time can i send you my future itineraries so the next one can be planned when im there,NEUTRAL
jetblue ellahenderson omg wish i had a flight today haha theres always next time have fun at lft,POSITIVE
jetblue my request has nothing to do with rescheduling but customer service has such a bad attitude today badservice,NEGATIVE
jetblue busy due to storm but customer service should always be on point more so now than ever getittogether,NEGATIVE
jetblue no i am fine to fly haha they come at random with the hemophilia but what if i need extra assistance,NEUTRAL
jetblue oh hell no im not waiting again to get hung up on after speaking to rudeservice people,NEGATIVE
jetblues new ceo seeks the right balance to please passengers and wall daily journal httptcowmtmspry,NEUTRAL
jetblue thank you miss you all so so much is this the link to the blog or has that changed,POSITIVE
jetblue i have a internal bleed in my foot and i am flying next tuesday what should i do these leeds come randomly i,NEUTRAL
jetblue thank you,POSITIVE
jetblue cant view seat selectionchange seat for flight tomorrow can you look into this,NEUTRAL
jetblue whats the link for flyfi,NEUTRAL
jetblue is todays jetblue flight nycgtbos delayed my app says on time and the website says its not,NEGATIVE
jetblue to offer service from daytona beach to new york albany business review httptcoduhbjjhx,POSITIVE
jetblue please provide me your direct email for me to explain,NEGATIVE
jetblue i hear that the new thing in your planes are the flyfi how i can check if the flight that im going to take have it,NEUTRAL
jetblue ceo weighs profits flyers chronicleherald registration httptcovkjsjrm,NEUTRAL
jetblue a flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation,NEGATIVE
jetblue sitting on the plane in jfk waiting to take off doors are open catering is stocking up we are delayed but they couldnt be nicer,NEGATIVE
jetblue really caring,NEUTRAL
jetblue no worries delay was minor and dealt with nicely it was captain of flight by the way,POSITIVE
jetblue thanks her flight leaves at but shes arriving to the airport early wedding is in vt in sept grateful you fly to btv,POSITIVE
jetblue ceo weighs profits flyers chronicleherald registration httptcolneghdgn,NEUTRAL
jetblue is really getting on my nerves nothappy,NEGATIVE
jetblues new ceo seeks the right balance to please passengers and wall greenfield daily reporter httptcolmopxkxch,NEUTRAL
usairways is there a better time to call my flight is on friday and i need to change it worried i may be on hold until then,NEGATIVE
usairways and when will one of these agents be available to speak,NEGATIVE
usairways is a dm possible if you arent following me,NEUTRAL
usairways fortunately you have staff like lynn s and deedee who actually understand customer service and simply being nice,NEUTRAL
usairways just hung up on me again another waste of an hour of my time how am i supposed to book a one way award flight badwebsite,NEGATIVE
usairways never received such horrible service or treated so poorly as richard p today no excuse for attitude amp ripping up our tickets,NEUTRAL
usairways youre killing me from the inside,NEGATIVE
usairways is not the new americanair is more like the new spiritairlines love aa not impressed with the subpar planes and gate agents,NEGATIVE
usairways we were moved to a delta direct thank you for the accommodations,POSITIVE
usairways agree richard p literally ripped up our tixs in our faces and made rude inappropriate comments to us and our family awful,NEUTRAL
usairways flight to phoenix deboards passengers going to salt lake city because they cant resolve a simple bathroom issue fail,NEGATIVE
usairways always fun to get screwed out of an earlier flight that isnt full crummyservice whydidntiflysouthwest goodluckamericanair,NEGATIVE
usairways shout out to cathy at the vegas airport checkin for hooking us up,NEUTRAL
usairways oki know doors close minutes before takeoff stop telling me my flight will leave in minutes when we havent boarded,NEGATIVE
usairways i finally got through on the phone after a hour wait time,NEGATIVE
usairways been stuck for minutes due to lavatory issues no beverages no snacks no customer service flt to pho fail refund,NEGATIVE
usairways will you be issuing a travel advisory for clt for thursday a significant snow storm is in the way wednesday night,NEUTRAL
usairways ive been on hold to change a date on a ticket for over hours can someone please assist me unacceptable,NEGATIVE
usairways thanks making it impossibly expensive change a flight leaving less than hrs earlier than my reservation lesscustomer,NEGATIVE
usairways well i did miss it but gate agents had rebooked boarding pass waiting when i landed time for lunch amp a beverage easy cheesy,POSITIVE
usairways i cant get anyone on the phone to help with award travelpurchased extra miles and minutes late flightr the miles needed was raised,NEGATIVE
usairways why havent you issued a travel advisory for charlotte wednesday night and thursday inches of snow,NEGATIVE
usairways i need help about a ticket dm me,NEUTRAL
usairways deedee and lynn s have been great here in phx richard p here was a jerk rude to us and our parents for no reason,NEGATIVE
usairways thanks for making me miss my meeting in dallas dollars down the toilet,NEGATIVE
usairways i have two tight connections in charlotte and frankfurt,NEGATIVE
usairways said only way to get on plane about to leave that would make my connection was a fee instead of earlier i am now late flightr,NEGATIVE
usairways thank you i will be calling you cheapoairchat,POSITIVE
usairways ur response was my inconvenience was of no matter u wanted me sit for xtra nights in the city wout comp donotflyusair,NEGATIVE
usairways i forgot my password and i dont know if my username is correct and i want to use my miles what i have to do,NEUTRAL
usairways question friend flight got cancelled flightled how can he book be flight leaving chs to philly to germany,NEUTRAL
usairways yes confirmation number and all,NEUTRAL
usairways did you know that suicide is the second leading cause of death among teens,NEUTRAL
usairways getting sorted thanks,POSITIVE
usairways sadly im currently booked on one of your flights tomorrow that i will be changing if i can,NEGATIVE
usairways that is certainly not the impression shes under,NEUTRAL
usairways standby so far for two of us with snow storm hitting iowa tomorrow we could be stuck here for two days,NEGATIVE
usairways thank you,POSITIVE
usairways if i know i left something on my last flight as i literally had to run to make my connection how can i retrieve it please,NEUTRAL
usairways why cant i check in online for a flight tomorrow am,NEGATIVE
usairways been standing at the gate for min trying to go standby bc i will miss my connection no help do not fly us airways,NEGATIVE
usairways after being assured by the pleasant woman at gate b in albany ny that lifes not perfect id heard enough,NEGATIVE
usairways how do i get a receipt for a change fee when i originally booked with miles,NEUTRAL
usairways u didnt bother following up we booked with delta delta understands cust srv provided lunch delays amp upgraded seats,NEGATIVE
usairways we even offered to fly in to another airport and they said they couldnt do that no explanation why they cant,NEUTRAL
usairways any travel advisory coming for the carolinas bad weather,NEUTRAL
usairways there is an error w my preferred status amp im not able to reach an agent via phone travel friday need resolved contact info,NEGATIVE
usairways americanair how does a pilot forget log book been waiting on plane for mins alsonodrinkcartcomingaround,NEGATIVE
usairways already did it one person said they couldnt do anything another said she didnt know why the first person we talked said that,NEGATIVE
usairways ashleykatherton over an hour on hold so far,NEGATIVE
usairways rt dmoukdarath nice another delay with usair second one this trip left engine leakingwhats next usair nothappy,NEGATIVE
usairways i want to love you minutes on hold help me understand why i switched loyalty programs httptcochgyyrvka,NEGATIVE
usairways minutes now nice customer service you got going on,NEGATIVE
usairways minutes on hold so far and still havent spoke to a human never using you again,NEGATIVE
usairways where is your email address its not on this page httptcocwhyfoow,NEUTRAL
usairways you have no idea how upset and frustrated i am right now ill be sure to follow through with never flying with you again,NEGATIVE
usairways how can a person go from number one on a standby list to number twelve in three hours should i be super platinum diamond status,NEGATIVE
usairways forget reservations thank you to the great leadership at your company ive cancelled flighted my flight once again thank you,NEGATIVE
usairways great job today from your team with a challenging weather delay on flight out of charlotte travel friendlyteam,POSITIVE
usairways airport snow removal method keep up the good work folks this is where cessnas become s httptcojjtxyxg,NEUTRAL
usairways and now you cant even accommodate us by letting us fly in to another airport horrible service for your fault,NEUTRAL
usairways it was this saturday during all the snow in the dc area excited the flight was not cancelled flightled but sad he went missing,NEGATIVE
usairways americanair i love you guys amp im gonna let you finish but ive been on hold for hour trying to book a flight w my voucher,NEGATIVE
usairways and the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined fail,NEGATIVE
usairways need to talk to a person about my bag waiting on hold for two hours bag sb delivered last night online says not found,NEGATIVE
usairways calls amp wasted hrs on hold to change my coming divided awards weather relate flightd flight yall disconnected me x please help,NEUTRAL
usairways i dont want your sympathy i want someone to make an effort to find my bag,NEGATIVE
usairways she spoke with someone this am and was told that breast pumps arent medical equipment and that she should have planned better,NEGATIVE
usairways referred me back to baggage services but i left the airport i was on seat a,NEGATIVE
usairways thank you very much,POSITIVE
usairways i left my personal stuff on us from phlbos about an hour ago went baggage was told plane left to call,NEUTRAL
usairways first impressions are hard to reverse a horrible first experience with you will never fly with you again,NEGATIVE
usairways is there a phone number or email address to customer service,NEUTRAL
usairways not going as planned is an understatement my flight was just changed again if it werent for a family emergency id cancelled flight,NEGATIVE
usairways hours on the plane they at least got us on a direct flight a couple hours late flightr on united,NEGATIVE
usairways sadly that didnt help me at my meeting at work today seeing as my presentation was in there major strike against me,NEGATIVE
usairways i did but the more eyes i have looking for pandu the better chance i have of bringing him home,NEGATIVE
usairways my bag is still lost and i can not get anyone on the phone to assist me and the tracking updates have stopped,NEGATIVE
usairways thanks,POSITIVE
usairways so i can make a reservation,NEUTRAL
usairways i didnt make a reservation yet its about changing name on my dividend miles account,NEUTRAL
usairways minutes im not trained in that cmon cant you do better than that,NEGATIVE
usairways if i qualify for free st checked bag is that applied at checkin same for using companion tickets,NEUTRAL
usairways any direct number to dividend miles account info every time i try them i get actually hung up on,NEGATIVE
usairways trying to use chairman upgrade cert for flt on but being told not an option with open seats how thanks,NEGATIVE
usairways but ive been trying to call them since yesterday and i keep getting hung up on can you get me through to them,NEGATIVE
usairways whats the charge for oversize not overweight,NEUTRAL
usairways to my legal last name so its not technically a name change i just used the wrong name,NEUTRAL
usairways an award travel ticket but cannot since it is under a different last name i simply need to change it,NEGATIVE
usairways hi on my dividend miles account i accidentally listed my newly married name as opposed to my legal name i am trying to book,NEUTRAL
usairways ok thank youi call from spain to us for seating assistance,NEGATIVE
usairways can i check bags through to my final destination even though i bought separate tickets from iad to phl and phl to israel,NEUTRAL
usairways day no coffee amp working toilet then i read domestic airlines whining re foreign competition coincidence no openskies,NEGATIVE
usairways how much is it to check golf clubs on a flight they might be oversized,NEUTRAL
usairways if im unable to use my departing flight can i still use the returning flight,NEUTRAL
usairways is it possible to cancelled flight my reservation online,NEUTRAL
usairways ive been on hold to rebook a cancelled flighted flight for over two hours i know weather has a huge impact but you should anticipate,NEGATIVE
usairways been on hold for over hours i believe i was overcharged for my flight i need an immediate explanation help,NEGATIVE
usairways thank you although were using our miles from our card and flight booking problems companion tickets which can only be booked over the phone,NEUTRAL
usairways i made it thx,POSITIVE
usairways still on hold hr minsthank god for chairman status status match delta,NEGATIVE
usairways is there a phone line to call into that isnt being affected by bad weather trying to book a vacation here,NEUTRAL
usairways has the worst customer service cant even get through to a rep you gotta be kidding me,NEGATIVE
usairways beamske but maybe i can be on hold for minutes again that would be just as amazing,NEGATIVE
usairways beamske how about a real live person talk to the person whose luggage was lost for days and vacation wrecked yorkshire,NEGATIVE
usairways is your clt departures delayed hoping i can make my connection after a lengthy take off delay and endless taxiing here at clt,NEGATIVE
usairways im glad beamske retweeted otherwise you would have to ignore the numerous tweets i sent you all are fucking amazing,POSITIVE
usairways so frustrating because i still have not gotten them back why my bag was sent to ny is a mystery shame on me this time,NEGATIVE
usairways i will never travel us airways again flew in from la to dc last night and for the nd time on this airline my bags didnt arrive,NEGATIVE
usairways haha no worries you guys are the best for spelling my name correctly,POSITIVE
usairways like they will call me iv been trying since yesterday and no one is answering,NEGATIVE
usairways your csr in phl suck flt gets cxd i get rebooked to the next day on standby for not hopeful,NEGATIVE
usairways hello is anyone behind your twitter account badcustomerservice,NEGATIVE
usairways i keep getting hung up on please respond so i can book a ticket with you i wont be able to buy one unless i speak to someone,NEGATIVE
usairways hey yeah last time i got a phone call when flight was cancelled flightled from dca to bos,NEGATIVE
usairways you should be prepared for weather all i want to do is find out if i can take train to phl to catch my connection,NEGATIVE
usairways when you are deciding to wreck a vacation is losing luggage from a cancelled flighted flight your go to maneuver,NEGATIVE
usairways see you on board tomorrow,POSITIVE
usairways been on hold for minutes calling because my flight is delayed this type of service in not acceptable,NEGATIVE
usairways been on hold for hours for something which i could have done in less than minute if it was availableyour site ux is awe full,NEGATIVE
usairways then drop your fee rt makes no sense most eu airlines charge aircanada charges a reasonable,NEGATIVE
usairways i understand that but i should still be able to view my reservation online,NEGATIVE
usairways another fiasco at national forever from jet to gate on am flight from rdu,NEGATIVE
usairways good to know that your phone customer service is still impaired due to bad weather that was over a week ago jetblueanyone,NEGATIVE
usairways ok we are on day trying to book a flight for ur system still says due to weathercall back late flightr outofbusiness,NEGATIVE
usairways thanks again for ruiningmy vacation you all are the best for this could not have done it without you,NEGATIVE
usairways americanair our honeymoon was delayed a day because a gas cap was not screwed on flight so frustrating,NEGATIVE
usairways your policy needs a serious revision for babies fortunately i have choices and choose southwest from here on out,NEGATIVE
usairways still ignoring my question usairways consistently providing poor customer service,NEGATIVE
usairways they have all of this at hotels still dont have my work folder or business casual clothes worst httptcojieycatek,NEGATIVE
usairways oh i got right through to an agent they just kept putting me on hold and still didnt fix the problem,NEGATIVE
usairways there is no reflight booking problems the event im flying to attend waiting for jetway driver still on tarmac,NEGATIVE
usairways baggage team recording tells me my bag still hasnt been found and delayed baggage link on web conveniently not working worst,NEGATIVE
usairways been trying for weeks no use,NEGATIVE
usairways should give me free baggage for this mess,NEGATIVE
usairways gate traffic dca my flight arrived earlyconnecting flight leaving in minutes several of us stuck hold that plane,NEGATIVE
usairways i really feel like your company needs evaluate their policies amp realize that transfers should be possible for tickets,NEGATIVE
usairways i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours,NEUTRAL
usairways seriously did you not see that ive spent days for multiple hours on hold just to have to hang up after the hours,NEGATIVE
usairways waiting on my flight right now thanks,POSITIVE
usairways how do i add my tsa pre number to an existing reservation,NEUTRAL
usairways can i please have someone call me,NEUTRAL
usairways were back at a gate opposite of wheels up im sure well get thete eventually so thanks,POSITIVE
usairways r u aware your wait time to talk to a sales agent is always minutes unacceptable at least employ a call back feature,NEGATIVE
usairways amp americanair flight cancelled flightled yesterday and now a delay today has robbed my daughter of days with her grandparents thanks,NEUTRAL
usairways connecting in charlotte to houston mechanical issue determined while qd to take off and we checked our bags,NEGATIVE
usairways can you dm please in regards to update on lost bag please,NEGATIVE
usairways need to retrain us lead flight attendant and gate agent at arrival mke horrible attitudes toward helping customers,NEGATIVE
usairways youre batting every flight ive taken is delayed worst airline ever,NEGATIVE
usairways knows customer service thank you for starting our week vacay on an amazing note thank you sarita,POSITIVE
usairways why arent you updating flight statusdelays,NEGATIVE
usairways theyre also saying the clt flights are delayed but youre not showing it in your system which makes it impossible to figure out,NEGATIVE
usairways nope they just announced were headed back to the gate,NEGATIVE
usairways pretty sure we didnt actually take off at httptcovuxfrunu,NEGATIVE
usairways well then that is a horrible flaw in your system hours in the past day ive wasted ive got a job amp family this is crazy,NEGATIVE
usairways and were just sitting feet from an open gate,NEGATIVE
usairways just wasted another hour of my life on hold this is insanity there has to be another way to use my voucher as payment online,NEGATIVE
usairways whats wrong with the plane flt,NEGATIVE
usairways united two broken airplanes two days late flightr and im stranded after a funeral and missing out on my last semester of college,NEGATIVE
usairways americanair day amp still no luggage chkd httptcombltalrbs statusawaiting asgmnt to driver since yest am,NEGATIVE
usairways flight clt to phl i was st on listsomeone else got spot rude employee in coach wouldt give id said he was cute red head,NEGATIVE
usairways asked her why needed to take yellow tag off she said because i told you to expect a personal apology from her unacceptable,NEGATIVE
usairways since jan have been on flights why the disrespect in clt flt at pm on feb to dca just asked herba question,NEGATIVE
usairways nah its for my flight next week inside my chairman day window but you still havent released the last open first seat to me,NEGATIVE
usairways flight out of clt this morning its snowing here should i head out to the airport,NEUTRAL
usairways ive been on hold for min just trying to change my reservation,NEGATIVE
usairways i am a uk citizen is there a uk number i could try,NEUTRAL
usairways i just spent hours and got nowhere entire experience epicfail,NEGATIVE
usairways changing my flights with no explanations and still dont have a confirmation so disappointed in the service,NEGATIVE
usairways nope not yet,NEGATIVE
usairways i will make sure to never use your incompetent airlines again my luggage has been out for delivery for hours,NEGATIVE
usairways my flight was cancelled flighted saturday why was my luggage not at the airport today im supposed to have it delivered pathetic,NEGATIVE
usairways thank you for allowing me to spend more money on vacation by buying things i already bought,NEGATIVE
usairways thanks so much for ruining my vacation i really couldnt have done it without you,NEGATIVE
usairways its not like im trying to leave earlier just for fun i dont want to get stuck in dc if we have bad weather in rdu,NEGATIVE
usairways some flexibility on your part would be nice this is why i love southwestair theyre flexible amp not trying to take all my,NEGATIVE
usairways excited that ill be flying from syracuse to interview in dallas on friday for the fa position this is a goal amp dream of mine,POSITIVE
usairways thank you for reaching out to me hopefully my request will be fixed and i can remain a loyal customer,NEGATIVE
usairways it doesnt take days to respond to an already open case,NEGATIVE
usairways great crew for flight phx to yvr tonight friendly efficient awesome job,POSITIVE
usairways are people going to answer our calls,NEGATIVE
usairways pilot forgets to show up to work and ricky j gate agent gives customers attitude usairwaysfail,NEGATIVE
usairways you make the reservation well make the excuses usairwaysfail,NEGATIVE
usairways thank you for your empathy there is more to this story than just the luggage but thank you for reaching out,POSITIVE
usairways is utterly unreliable they didnt schedule a pilot for their us flight out of seattle flights are delayed usairwaysfail,NEGATIVE
usairways yes but again valuable time has been lost,NEGATIVE
usairways i dont like being lied to no bad weather in dc md va ive been stuck in ca all day and shouldve been home by now you owe me,NEGATIVE
usairways yes it landed at am should not take another hours to go min drive was assured i would have this am,NEGATIVE
usairways the disappointment was not the bag but that it arrived before me and i was kept hrs without options in iah,NEGATIVE
usairways cant get back lost time,NEGATIVE
usairways flt rsw could have extended the courtsey of waiting min of us gates closed in r faces ur fired,NEGATIVE
usairways thanks however i feel like the system has failed me what is the solution,NEGATIVE
usairways my bag landed day late flight at sfo at am how can it be pm and i still dont have it flight,NEGATIVE
usairways thanks very much i got thru on the phone amp everything is fine just love the website amp app thanks for working on it,POSITIVE
usairways thanks for nothing bought two tix through you to disney and my friend cant go and now i have to eat the plus for new,NEGATIVE
usairways hi im in lga but my luggage is in clt have been told to come back tomorrow to collect do you guys want to cover my taxi fare,NEGATIVE
usairways instead of fair treatment i got a nasty letter from a lady in senior management that illness forfeits miles like death,NEGATIVE
usairways a few years ago i lost over miles bc i was physically unable to fly during the period i submitted a doctors note,NEGATIVE
usairways ive never been treated this badly,NEGATIVE
usairways im glad this airline is going to be swallowed by american american always picks up the phone and solves problems,NEGATIVE
usairways three months and my miles havent been credited no one is going to read the email i sent,NEGATIVE
usairways my email gets me a canned response that it takes days for mileage to get credited its been three months and my miles,NEGATIVE
usairways my tweet gets me a response to email dmscusairwayscom,NEUTRAL
usairways the helpcomplaint forms on the website can be used only if the matter applies to an actual ticketed flight,NEUTRAL
usairways no one picks up the phone all day no opportunity to leave a voicemail,NEGATIVE
usairways instead the miles are credited to an account that i did not open my request to merge the accounts is denied,NEGATIVE
usairways no i was there hrs early send me an email to share my experience you dont want this blasting here,NEGATIVE
usairways i open the credit card and earn miles and you wont credit the miles to my account to restore the forfeited miles,NEGATIVE
usairways you took the miles out of my account and told me that i could restore by paying or opening a credit card,NEGATIVE
usairways i had miles in my account and was informed id forfeit them bc of months of inactivity i,NEGATIVE
usairways its all automated and no one cares to understand the problem im having,NEGATIVE
usairways screwed me up big st flight hr late flight made it to nd flight csm daryl wouldnt let me on the plane because we were,NEGATIVE
usairways houston hub aa t employee the bag is not here it made it to pa before me oops not your problem httptcouldhwfkfo,NEGATIVE
usairways charged my card times for one airline ticket now card is on security hold,NEGATIVE
usairways not yet but we will see shortly,NEGATIVE
usairways ive flown us airways at least five times every single time has been like this actions speak louder than words,NEGATIVE
usairways flight from bhm delayed hrs connect flgt left us in clt at a motel,NEGATIVE
usairways membership has no privileges anymore my son is in the army short window to see him no help,NEGATIVE
usairways honestly how is it quickly as possible ive been on hold sine pm everyone that answers has to send me to someone else,NEGATIVE
usairways done it process initiated saturday morning cant get info with website issues amp inadequate phone coverage how get update,NEGATIVE
usairways yay for glitchy tracking system my bags made it to my destination and not laguardia like the app said,NEGATIVE
usairways really not one of them can book dividend miles travel literally on hold now since pm its pm noexcuses,NEGATIVE
usairways yeah i know that but that doesnt get me my money back does it everytime i fly with you something bad happens,NEGATIVE
by the grace of god i made it usairways rwg we dont have those powers in here we hope you can make that flight,POSITIVE
usairways everyone is sorry dont have what i need for meeting tomorrow charac isnt nearly enough to highlight your shortcomings,NEGATIVE
usairways is the worst i have to pay just to not take my first flight in a round trip otherwise theyll cancelled flight my whole flight,NEGATIVE
usairways if it was so important why did i wait on hold and then get hung up on by your computer disappointed,NEGATIVE
usairways thank u i wiil write after call travel agency,NEUTRAL
usairways terrible service,NEGATIVE
usairways disgusted with your poor customer service u wrongfully remove gt miles from my dividend miles and no live person,NEGATIVE
usairways please hold flight us in phoenix im a weary traveler stuck on another flight because the tarmac is having issues,NEGATIVE
usairways no live person to speak with all day at dividend miles after they wrongfully took over miles out of my account,NEGATIVE
usairways my frustrations are the result of multiple experiences late flightly currently lost luggage i want to talk to a real person,NEGATIVE
usairways cust svc means nothing so disappointed trying since a to speak to a human i get bad weather not bad service socialtantrum,NEGATIVE
usairways yes but i had to pay more for another flight to get me out tomorrow since there werent anymore for tonightnot fun,NEGATIVE
usairways well thats a problem considering i need to book a flight tonight for this weekend is there anything you can do,NEGATIVE
usairways but i bougth mc caren to jfk with same agency and delta airways delta refund money but usairways doesnt accept to refund,NEUTRAL
usairways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways,NEGATIVE
usairways us cltgtsfo in first no desert no snack basket incoming was on time whats up,NEGATIVE
usairways thank you,NEUTRAL
usairways was transf held min more b agent answered and helped by time i got to person fare id seen was gone had to get supv,NEGATIVE
usairways you are the actual worst you have zero respect for your passengers im officially done flying with you,NEGATIVE
usairways has the worst customer service line ive called them times today and not once was i able to talk to a real human being,NEGATIVE
usairways that wasnt the issue someone finally helped on the phone now theres a website error that wont let me process my request smh,NEGATIVE
usairways you say to call travel agency and they say we cant refund because usairways didnt accept this,NEGATIVE
usairways i fing hate you,NEGATIVE
usairways travel agency said that if usairways accept we will refund money i dont understand why dont u refund,NEGATIVE
usairways yes amp have already spent k on the card amp paid the annual fee but the k miles have not shown up want to fly aus gt atl,NEGATIVE
usairways no i use to skyscanner and travel agency and i called u you said you should call travel agency but,NEGATIVE
usairways finally spoke with someone i have to email the refund dept i love you guys but hours in line to be told no dice sucks,NEGATIVE
usairways yes with delta,NEUTRAL
usairways well i thought they had hours ago but just found out that no i do not have a seat,NEGATIVE
usairways was on flight bosclt on awful experience exit row seat was so narrow that i could not move my legs unacceptable,NEGATIVE
usairways yes but we were answered and put back on hold while they were to check on our request mins late flightr nothing,NEGATIVE
usairways not good on hold for over an hour httptcowsgyckciio,NEGATIVE
usairways expedia reserved a ticket for me and more for a usaw flight but only issued they are not responsivethoughts,NEUTRAL
usairways no worries your flight attendant took care of it,POSITIVE
usairways thanks for getting back to me i called that number earlier but no option to leave vm and just rings with busy tone,NEUTRAL
usairways ive been on hold for over an hour not doing so well in the customer service department weak,NEGATIVE
usairways minutes on hold for a reservation,NEGATIVE
usairways joyadventuremom there are breastfeeding mommas watching this story all over the country better work on a faster response,NEGATIVE
usairways dividendrewards urgently need to speak with a cs rep my k miles havent shown amp ive fulfilled all reqs flight booking problems flights today,NEGATIVE
usairways ive been on hold for over an hour only bc my cc miles arent showing up what a mediocre combo of cc amp airline switchingboth,NEGATIVE
usairways i am a premium dividendmiles cardholder unacceptable you to hangup my customerservice call twice after putting me on hold,NEGATIVE
usairways i bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back,NEGATIVE
usairways americanair now this is beyond ridiculous some steering problem delays us again neveragain its no wonder you had to sell,NEGATIVE
usairways hi im trying to speak with someone to book travel for a minor the phone keeps disconnecting please advise website wont allow,NEGATIVE
usairways did a pre schooler develop your app the thing crashes every single time,NEGATIVE
usairways and flyknoxville bad weather should not be an excuse for not following established luggage procedures noclothesnoinfo,NEGATIVE
usairways on hold for going on minutes after spending hours delayed in denver cause of a broken plane thanks guys,NEGATIVE
usairways failingyourcustomer one by one,NEGATIVE
usairways philacarservice looks like a long trip from cancun to philly hours late flight seriously,NEGATIVE
usairways yet another delaymissed connectionand your customer service has an attitude with me wow,NEGATIVE
usairways of unusable funds will not book with you again usairwaysfailscustomers,NEGATIVE
usairways americanair can you bring guinea pigs in small pet carrier onboard your flights,POSITIVE
usairways noservice good luck trying to reach a human twice sat on hold for over mins neveragain,NEGATIVE
usairways every single time i fly you guys i am delayed at least minutes every time on flight out of clt to nola,NEGATIVE
usairways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom i was shocked listening,NEGATIVE
usairways good work by flight crew chairmans recognition even in coach too many missedupgrades late flightly whats up with this,POSITIVE
usairways changed our flight times in trip bumped to delta now amp having great experience never flying us air again never,NEGATIVE
usairways i cant wait to never fly with you again always delayed always lose my bag rudest people on the planet southwest is the best,NEGATIVE
usairways i sent email to customerrelationsaacom will this work,NEUTRAL
usairways sat on the ramp for min and missed my connection no one seems to concerned at usairways,NEGATIVE
usairways its very difficult to work with baggage claims when they dont answer the phone,NEGATIVE
usairways i lost an id on your plane and having trouble finding a contact for your lost and found in cleveland hopkins airport please help,NEGATIVE
usairways i have better intel than she does she said plane is due in at flightaware and your own app say,NEGATIVE
usairways not likely flightaware says plane is still in durango and hasnt departed,NEGATIVE
too little too late flight you suck rt usairways mitchsunderland oh no mitchell our agents are happy to offer you available options,NEGATIVE
usairways hii have a travel question could you please follow me so i can dm you,NEUTRAL
usairways should but didnt,NEGATIVE
usairways just now but no general announcement,NEUTRAL
usairways whats going on with us airways flight why diverted to charlotte,NEUTRAL
usairways id suggest proper information dissemination to all staff on a more timely amp relevant schedule to prevent this in the future,NEUTRAL
usairways i have been patient especially the first time i will never fly with you again,NEGATIVE
usairways seriously every flight i have had the past days has been delayed every single one terrible,NEGATIVE
usairways i just want to be heard and to discuss the many issues on my trip,NEGATIVE
usairways whats up with flight no gate agent or plane at phx b nice customer service,NEGATIVE
usairways very embarrassing,NEGATIVE
usairways im still disappointed that it is apparently ok for a flight attendant who isnt up on current policy to argue with a traveler,NEGATIVE
usairways yes i know the industry procedure on baggage thanks for helping what about the impossible connection that started this,NEGATIVE
usairways i agree but per the captain this issue happened before boarding amp we all sat in the plane for almost hrs,NEGATIVE
usairways and despite tailwind will still be late flight,NEGATIVE
usairways characters are not enough to convey the issue was directed to emailmailtocustomerrelationsusairwayscom unmonitored bad,NEGATIVE
